,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
4,1839,BNB,BNB,bnb,2286,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144010586.61,144010586.61,False,,5,,,,2024-11-22T04:29:00.000Z,634.9545300133335,2842760824.4816656,26.985,-0.18876108,5.34970905,2.56886197,7.75238118,6.94242972,9.67012032,91440174337.89702,2.7663,91440174337.9,,2024-11-22T04:29:00.000Z,,,,,,2024-11-21 23:30:07.011953
5,52,XRP,XRP,xrp,1433,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56931242174.0,99987013354.0,False,,6,,,,2024-11-22T04:29:00.000Z,1.4053777552274775,15959337559.413448,146.4799,1.91202538,29.1969537,70.74666672,164.77735414,137.22020998,131.04834813,80009901328.80801,2.4205,140537775522.75,,2024-11-22T04:29:00.000Z,,,,,,2024-11-21 23:30:07.011953
6,74,Dogecoin,DOGE,dogecoin,1105,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146891846383.70523,146891846383.70523,True,,7,,,,2024-11-22T04:29:00.000Z,0.39570846618254324,8770293122.300457,8.324,-0.01304292,4.71170114,8.77191286,186.91736344,266.85004956,251.36174609,58126347227.21776,1.759,58126347227.22,,2024-11-22T04:29:00.000Z,,,,,,2024-11-21 23:30:07.011953
7,3408,USDC,USDC,usd-coin,23266,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,38296748101.74948,38296748101.74948,False,,8,,,,2024-11-22T04:29:00.000Z,0.9999368128331891,14727459977.06319,27.3407,0.04834085,0.01671821,0.01188069,0.01267799,-0.05160622,-0.00091383,38294328238.73886,1.1589,38294328238.74,,2024-11-22T04:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-11-21 23:30:07.011953
8,2010,Cardano,ADA,cardano,1358,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35052930435.62651,44994880168.24164,False,,9,,,,2024-11-22T04:29:00.000Z,0.8934883916836425,3248556771.6002626,-10.7259,2.21082309,15.40001483,50.90893045,146.78077041,151.23804966,128.62150201,31319386438.726532,0.9475,40206977625.76,,2024-11-22T04:29:00.000Z,,,,,,2024-11-21 23:30:07.011953
9,1958,TRON,TRX,tron,1072,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86352765319.62715,86352797943.52693,True,,10,,,,2024-11-22T04:29:00.000Z,0.2010405939271963,899886055.3621985,15.4665,0.08553544,2.69414339,12.81069995,25.36032584,32.56065753,24.40004314,17360411227.113644,0.5254,17360417785.84,,2024-11-22T04:29:00.000Z,,,,,,2024-11-21 23:30:07.011953
10,5805,Avalanche,AVAX,avalanche,805,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409106234.0185676,447442534.0185676,False,,11,,,,2024-11-22T04:29:00.000Z,36.48472727186446,965109805.9744077,22.7306,-0.42020998,9.86522296,16.88310076,33.82504709,31.76149835,38.33630391,14926129373.386997,0.4516,26113896807.9,,2024-11-22T04:29:00.000Z,,,,,,2024-11-21 23:30:07.011953
11,5994,Shiba Inu,SHIB,shiba-inu,907,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589260483304199.2,589512450521971.5,False,,12,,,,2024-11-22T04:29:00.000Z,2.505375161287315e-05,1428524974.6417003,27.9439,0.26025179,6.4005906,7.20240166,39.81911369,70.51365783,64.41083423,14763185783.984993,0.4468,14769498508.07,,2024-11-22T04:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-21 23:30:07.011953
12,11419,Toncoin,TON,toncoin,616,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2546756632.4402313,5115782378.654452,True,,13,3414166606.0,19020148723.276516,,2024-11-22T04:29:00.000Z,5.570949200267738,469142507.5262123,43.3573,0.1491512,5.36087316,6.4585135,7.33041931,-1.22852038,-17.30467354,14187851824.769464,0.4292,28499763751.11,,2024-11-22T04:29:00.000Z,,,,,,2024-11-21 23:30:07.011953
13,20947,Sui,SUI,sui,420,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2845750695.583888,10000000000.0,False,,14,,,,2024-11-22T04:29:00.000Z,3.636133384917428,1880154776.93297,18.4079,1.34469646,4.75602889,15.35854001,90.37897044,125.18462177,266.06576183,10347529109.364569,0.313,36361333849.17,,2024-11-22T04:29:00.000Z,,,,,,2024-11-21 23:30:07.011953
14,1831,Bitcoin Cash,BCH,bitcoin-cash,949,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19791581.25,19791581.25,False,,15,,,,2024-11-22T04:29:00.000Z,493.9446530215633,2224752993.183891,253.2421,-1.33000534,5.4929817,18.32804667,39.41969211,43.80807361,36.95484394,9775945733.279327,0.2957,10372837713.45,,2024-11-22T04:29:00.000Z,,,,,,2024-11-21 23:30:07.011953
0,1,Bitcoin,BTC,bitcoin,11806,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19785712.0,19785712.0,False,,1,,,,2024-11-22T04:30:00.000Z,98965.12607767098,101324784837.50722,24.9748,0.19176063,2.53143026,12.71684955,47.65180579,54.59841678,54.73340441,1958095482616.4878,59.256,2078267647631.09,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
1,1027,Ethereum,ETH,ethereum,9580,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120428391.07998496,120428391.07998496,True,,2,,,,2024-11-22T04:30:00.000Z,3420.518481837577,52512132911.24152,66.8816,1.85443648,9.639315,11.87371848,30.95108496,28.19262601,24.39072071,411927537427.0522,12.4658,411927537427.05,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
2,825,Tether USDt,USDT,tether,104679,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,130718783155.73712,131944368177.92067,True,,3,,,,2024-11-22T04:30:00.000Z,1.0009672601316053,198473487564.65982,32.9245,-0.00153372,0.04060219,0.06550634,0.15395905,0.06392753,0.0343693,130845222223.13562,3.9604,132071992704.85,,2024-11-22T04:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-11-21 23:31:07.260181
3,5426,Solana,SOL,solana,793,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,474698955.0048034,588791338.6582927,True,,4,,,,2024-11-22T04:30:00.000Z,262.19770514454734,11317235167.656975,72.6792,-0.35084549,10.64446523,26.51956382,58.72058724,78.34815129,70.86098262,124464976636.77419,3.7654,154379737805.19,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
4,1839,BNB,BNB,bnb,2286,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144010586.61,144010586.61,False,,5,,,,2024-11-22T04:30:00.000Z,635.3419444523928,2843507770.6854353,26.9764,-0.09171349,5.41716608,2.68683951,7.80691618,6.99033496,9.76470693,91495966118.52713,2.768,91495966118.53,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
5,52,XRP,XRP,xrp,1433,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56931242174.0,99987013354.0,False,,6,,,,2024-11-22T04:30:00.000Z,1.4051862889962086,15959811762.90153,146.4261,1.93976291,29.07688629,71.08611637,164.64963335,137.45949829,131.0445117,79999000918.4275,2.4202,140518628899.62,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
6,74,Dogecoin,DOGE,dogecoin,1105,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146891846383.70523,146891846383.70523,True,,7,,,,2024-11-22T04:30:00.000Z,0.3956947375615902,8772658037.652094,8.3363,0.09657048,4.65810003,8.8274393,186.83204879,267.18973117,251.38000964,58124330604.73766,1.759,58124330604.74,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
7,3408,USDC,USDC,usd-coin,23266,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,38296748101.74948,38296748101.74948,False,,8,,,,2024-11-22T04:30:00.000Z,0.9998867661621288,14730473074.406147,27.3285,0.00023837,0.01177412,-0.00371319,-0.0132974,-0.03961767,-0.00451903,38292411613.98393,1.1588,38292411613.98,,2024-11-22T04:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-11-21 23:31:07.260181
8,2010,Cardano,ADA,cardano,1358,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35052930435.62651,44994880168.24164,False,,9,,,,2024-11-22T04:30:00.000Z,0.8917894607993277,3251035929.6940894,-10.678,2.0514345,15.08276458,50.78804243,146.29653904,151.00787422,128.24334749,31259833932.62371,0.9457,40130525735.97,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
9,1958,TRON,TRX,tron,1072,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86352765319.62715,86352797943.52693,True,,10,,,,2024-11-22T04:30:00.000Z,0.2010488043047566,899994712.9341514,15.4589,0.08971718,2.69730131,12.87973734,25.31477135,32.60412651,24.35075739,17361120215.92029,0.5254,17361126774.92,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
10,5805,Avalanche,AVAX,avalanche,805,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409106234.0185676,447442534.0185676,False,,11,,,,2024-11-22T04:30:00.000Z,36.484154220949065,965553421.5361938,22.7972,-0.39606199,9.69647594,16.86016082,33.77095073,31.97458152,38.32453061,14925894934.6851,0.4515,26113486647.44,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
11,5994,Shiba Inu,SHIB,shiba-inu,907,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589260483304199.2,589512450521971.5,False,,12,,,,2024-11-22T04:30:00.000Z,2.5056134177044562e-05,1429686177.2929356,28.0246,0.3003506,6.37752423,7.27463158,39.80208955,70.70108917,64.44527512,14764589734.900143,0.4468,14770903059.32,,2024-11-22T04:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-21 23:31:07.260181
12,11419,Toncoin,TON,toncoin,616,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2546756632.4402313,5115782378.654452,True,,13,3414166606.0,19025203165.227184,,2024-11-22T04:30:00.000Z,5.572429632400659,469411709.6039529,43.4336,0.18064934,5.36251223,6.4934742,7.39584308,-1.10160087,-17.2397167,14191622125.122858,0.4293,28507337319.73,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
13,20947,Sui,SUI,sui,420,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2845750695.583888,10000000000.0,False,,14,,,,2024-11-22T04:30:00.000Z,3.6365839426154003,1880826364.1326392,18.3706,1.38512987,4.60349425,15.47036835,90.41311386,125.12437519,265.98960273,10348811284.246973,0.3131,36365839426.15,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
14,1831,Bitcoin Cash,BCH,bitcoin-cash,949,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19791581.25,19791581.25,False,,15,,,,2024-11-22T04:30:00.000Z,493.969385778695,2221569975.0995536,249.2226,-1.0618058,5.58137348,18.31275865,39.41271887,44.09073254,36.92635314,9776435233.651638,0.2958,10373357101.35,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:31:07.260181
0,1,Bitcoin,BTC,bitcoin,11806,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19785712.0,19785712.0,False,,1,,,,2024-11-22T04:30:00.000Z,98965.12607767098,101324784837.50722,24.9748,0.19176063,2.53143026,12.71684955,47.65180579,54.59841678,54.73340441,1958095482616.4878,59.256,2078267647631.09,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:32:07.487458
1,1027,Ethereum,ETH,ethereum,9580,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120428391.07998496,120428391.07998496,True,,2,,,,2024-11-22T04:30:00.000Z,3420.518481837577,52512132911.24152,66.8816,1.85443648,9.639315,11.87371848,30.95108496,28.19262601,24.39072071,411927537427.0522,12.4658,411927537427.05,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:32:07.487458
2,825,Tether USDt,USDT,tether,104679,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,130718783155.73712,131944368177.92067,True,,3,,,,2024-11-22T04:30:00.000Z,1.0009672601316053,198473487564.65982,32.9245,-0.00153372,0.04060219,0.06550634,0.15395905,0.06392753,0.0343693,130845222223.13562,3.9604,132071992704.85,,2024-11-22T04:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-11-21 23:32:07.487458
3,5426,Solana,SOL,solana,793,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,474698955.0048034,588791338.6582927,True,,4,,,,2024-11-22T04:31:00.000Z,262.3615964597565,11313134127.497093,72.4957,-0.22074157,10.31839045,26.65927842,58.82042749,78.46175467,70.96975762,124542775672.83835,3.7678,154476235592.07,,2024-11-22T04:31:00.000Z,,,,,,2024-11-21 23:32:07.487458
4,1839,BNB,BNB,bnb,2286,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144010586.61,144010586.61,False,,5,,,,2024-11-22T04:31:00.000Z,636.4851817439361,2844720428.230501,26.9912,0.15246391,5.33421878,2.89286192,7.99340107,7.20072774,9.98851226,91660604391.51671,2.773,91660604391.52,,2024-11-22T04:31:00.000Z,,,,,,2024-11-21 23:32:07.487458
5,52,XRP,XRP,xrp,1433,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56931242174.0,99987013354.0,False,,6,,,,2024-11-22T04:31:00.000Z,1.3977166860873589,15966763742.650194,146.4678,1.39995156,27.90312962,70.40317382,163.24370804,136.20870819,129.81294478,79573747146.28017,2.4073,139771668608.74,,2024-11-22T04:31:00.000Z,,,,,,2024-11-21 23:32:07.487458
6,74,Dogecoin,DOGE,dogecoin,1105,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146891846383.70523,146891846383.70523,True,,7,,,,2024-11-22T04:30:00.000Z,0.3956947375615902,8772658037.652094,8.3363,0.09657048,4.65810003,8.8274393,186.83204879,267.18973117,251.38000964,58124330604.73766,1.759,58124330604.74,,2024-11-22T04:30:00.000Z,,,,,,2024-11-21 23:32:07.487458
7,3408,USDC,USDC,usd-coin,23266,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,38296748101.74948,38296748101.74948,False,,8,,,,2024-11-22T04:30:00.000Z,0.9998867661621288,14730473074.406147,27.3285,0.00023837,0.01177412,-0.00371319,-0.0132974,-0.03961767,-0.00451903,38292411613.98393,1.1588,38292411613.98,,2024-11-22T04:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-11-21 23:32:07.487458
8,2010,Cardano,ADA,cardano,1358,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35052930435.62651,44994880168.24164,False,,9,,,,2024-11-22T04:31:00.000Z,0.8889907882730043,3251381416.88477,-10.6647,1.85613649,14.34650384,50.42271322,145.55004894,150.21043149,127.55586066,31161732259.246395,0.9427,40004585472.29,,2024-11-22T04:31:00.000Z,,,,,,2024-11-21 23:32:07.487458
9,1958,TRON,TRX,tron,1072,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86352765319.62715,86352797943.52693,True,,10,,,,2024-11-22T04:31:00.000Z,0.20111229207978304,899844139.5617648,15.4355,0.12903072,2.61243192,12.92045368,25.34958762,32.64000119,24.37686221,17366602560.857815,0.5255,17366609121.93,,2024-11-22T04:31:00.000Z,,,,,,2024-11-21 23:32:07.487458
10,5805,Avalanche,AVAX,avalanche,805,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409106234.0185676,447442534.0185676,False,,11,,,,2024-11-22T04:31:00.000Z,36.54700844108789,965691706.4493304,22.8248,-0.15094555,9.15161606,17.09855638,34.00617442,32.17756521,38.58846205,14951608987.978268,0.4523,26158474474.99,,2024-11-22T04:31:00.000Z,,,,,,2024-11-21 23:32:07.487458
11,5994,Shiba Inu,SHIB,shiba-inu,907,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589260483304199.2,589512450521971.5,False,,12,,,,2024-11-22T04:31:00.000Z,2.5117528350457068e-05,1429837808.3618877,28.0,0.6607957,6.27218549,7.53951473,40.14569352,71.10593439,64.87394069,14800766895.197258,0.4479,14807095688.93,,2024-11-22T04:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-21 23:32:07.487458
12,11419,Toncoin,TON,toncoin,616,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2546756632.4402313,5115782378.654452,True,,13,3414166606.0,19072607157.153316,,2024-11-22T04:31:00.000Z,5.586314131136843,469687854.4082497,43.5229,0.511702,5.32617872,6.77740547,7.65904618,-0.85461541,-17.03338849,14226982564.367344,0.4304,28578367393.7,,2024-11-22T04:31:00.000Z,,,,,,2024-11-21 23:32:07.487458
13,20947,Sui,SUI,sui,420,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2845750695.583888,10000000000.0,False,,14,,,,2024-11-22T04:31:00.000Z,3.6408585059183944,1880571988.9308677,18.3142,1.61506773,4.14940016,15.63844011,90.72810409,125.64129948,266.45592674,10360975625.739786,0.3134,36408585059.18,,2024-11-22T04:31:00.000Z,,,,,,2024-11-21 23:32:07.487458
14,1831,Bitcoin Cash,BCH,bitcoin-cash,949,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19791581.25,19791581.25,False,,15,,,,2024-11-22T04:31:00.000Z,494.3686630120994,2219808792.439279,247.7562,-0.4400065,5.36823222,18.42937483,39.53500613,44.25268022,37.04350271,9784337561.457834,0.296,10381741923.25,,2024-11-22T04:31:00.000Z,,,,,,2024-11-21 23:32:07.487458
